event_date,year,event_type,sub_event,actor1,actor2,admin1,admin2,location,city,latitude,longitude,fatalities,notes,source
2022-05-30,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,Luhansk oblast,Luhansk,48.920000,39.020000,1,Oleksandr Yaroslavovych Makhachek,UCDP GED v25.1
2022-05-30,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,,Kherson oblast,Kherson,46.640600,32.615890,1,Yevgenia Volodymyrivna Semenenko,UCDP GED v25.1
2022-05-30,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,,Kharkiv oblast,Kharkiv,49.500000,36.500000,1,Zvirik Valentin Leonidovych,UCDP GED v25.1
2022-05-30,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Vidrozhennia village,Donetsk,48.525080,38.220890,1,Temnenko Oleh Volodymyrovych;Oleg Volodymyrovych Temnenko,UCDP GED v25.1
2022-05-30,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Novoluhanske village,Donetsk,48.426310,38.171074,1,Tymoshenko Jurij Hryhorovych,UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Soledar town,Donetsk,48.676254,38.098621,1,Dalekorej Serhij Petrovych,UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Dovhenke village,Kharkiv,49.019236,37.321527,1,Awarding of the honorary title of Hero of Ukraine (posthumously) to Junior Sergeant Rudenok Viktor Leonidovych,UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,Luhansk oblast,Luhansk,48.920000,39.020000,2,"Dmytro Viktorovych Vasyukov, Shevchuk Roman Volodymyrovych",UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,1,Goncharenko Volodymyr Mykolayovych;Kuzjak Oleksandr Volodymyrovych,UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka town,Donetsk,48.145278,37.745000,1,Tytarenko Artem Anatolijovych,UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Chuhuiv raion,Shestakove village,Kharkiv,50.074838,36.619838,2,Four people died in Kharkiv region as a result of Russian shelling in a day - OVA,UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Raihorodok village,Donetsk,48.899072,37.725760,1,Four more civilians killed in Donetsk region from Russian shelling,UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,3,Ukrainian Armed Forces fired more than 300 shells from MLRS and artillery in DPR per day - Basurin,UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Bohodukhiv raion,Zolochiv village,Kharkiv,50.272064,35.980068,1,"As a result of the morning shelling of Kharkiv region , a 12-year-old child and a woman were killed - OVA;Four people died in Kharkiv region as a result of Russian shelling in a day - OVA",UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Ivanivka village,Kharkiv,49.276714,37.101320,1,"Four people died in Kharkiv region as a result of Russian shelling in a day - OVA;As a result of the morning shelling of Kharkiv region , a 12-year-old child and a woman were killed - OVA",UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Makiivka City municipality,Makiivka town,Donetsk,48.049822,37.969032,2,"A child died during the shelling of Makiivka by Ukraine - DPR representative office in the JCCC;Ukrainian Armed Forces fired more than 240 shells from MLRS and artillery in DPR per day - Basurin;A woman died during the shelling of Makiivka by Ukrainian troops;Ukrainian Armed Forces shelled DPR 51 times in a day, two civilians were killed, the republic reported",UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,Luhansk oblast,Luhansk,48.920000,39.020000,2,‘Royal’ brigade of Ukraine Army destroys Russia’s BRDM-2 in Luhansk Region,UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Beryslav raion,Davydiv Brid village,Kherson,47.236815,33.191444,0,Dmitri 🇺🇦 @mdmitri91,UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Soledar town,Donetsk,48.676254,38.098621,3,“Air and artillery is the bottom line”,UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Popasna town,Luhansk,48.633333,38.380000,2,“Air and artillery is the bottom line”,UCDP GED v25.1
2022-05-31,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,1,Perekhoda Roman Serhijovych,UCDP GED v25.1
2022-06-01,2022,Violence against civilians,One-sided violence,Government of Russia (Soviet Union),Civilians,Kherson oblast,Beryslav raion,Vysokopillia village,Kherson,47.491799,33.532984,2,"In the Kherson region, the Russian military shot the spouses in their yard",UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Velyki Prokhody village,Kharkiv,50.202081,36.335330,100,‘Wiped out’: War in Ukraine has decimated a once feared Russian brigade,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Beryslav raion,Starosillya village,Kherson,47.379027,33.378249,1,The police opened 9 criminal proceedings on the facts of war crimes of the Russian military in the Kherson region,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut raion,Donetsk,48.268307,38.370347,30,Ukraine's losses in the war 01.06.2022 - 30.06.2022  Battle of Bakhmut,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Pokrovsk town,Donetsk,48.279112,37.177579,1,Romanchuk Serhij Valentynovych,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Yarova village,Donetsk,49.062750,37.631310,1,Poljak Andrij Vasyl'ovych,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Mykolaivka village (Mykolaivska hromada),Donetsk,48.853912,37.776629,2,Bohdanchyk V'jacheslav Valerijovych	;Panasjuk Maksym Ihorovych,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Kreminna town,Luhansk,49.041997,38.210206,1,"One person died and eight were injured during the shelling of Kremennaya by the Armed Forces of Ukraine, the LPR reported",UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bilohorivka village,Donetsk,48.735110,38.211820,2,"GeoInsider @InsiderGeo;APU has already destroyed about 30,950 Russian invaders - General Staff",UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Nahirne village,Donetsk,48.741142,38.243072,2,"APU has already destroyed about 30,950 Russian invaders - General Staff; GeoInsider @InsiderGeo",UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Raihorodok village,Donetsk,48.899072,37.725760,2,GeoInsider @InsiderGeo,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Marinka town,Donetsk,47.941669,37.504218,3,SNOOPPCAT @Snooppcat_xx,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Lyman town,Donetsk,48.985278,37.811111,1,Four civilians were killed by enemy shelling in Donetsk region in a day,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Tetyanivka village,Donetsk,49.035676,37.590426,1,Four civilians were killed by enemy shelling in Donetsk region in a day;Law enforcers opened 18 cases on the shelling of the Donetsk region in June,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Niu-York town,Donetsk,48.327260,37.843360,1,Four civilians were killed by enemy shelling in Donetsk region in a day,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Soledar town,Donetsk,48.676254,38.098621,1,Four civilians were killed by enemy shelling in Donetsk region in a day;Law enforcers opened 18 cases on the shelling of the Donetsk region in June,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Horlivka raion,Horlivka town,Donetsk,48.300000,38.050000,1,"Ukrainian Armed Forces shelled DPR 68 times in 24 hours, one civilian died , reported in the republic",UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Raihorodok village,Donetsk,48.899072,37.725760,2,Ukrainian Armed Forces repelled 13 enemy attacks in the east in a day,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Bohorodychne village,Donetsk,49.015428,37.506746,2,Russian invaders suffered significant losses in the Popasnyansky direction,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Popasna raion,Popasna raion,Luhansk,48.633300,38.378000,2,Russian invaders suffered significant losses in the Popasnyansky direction,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Niu-York town,Donetsk,48.327260,37.843360,2,Ukrainian Armed Forces lost up to 20 people while trying to break through near Donetsk - Basurin,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Volodymyrivka village,Donetsk,47.735130,37.373543,1,TASS: ONE CIVIL RESIDENT KILLED AND ONE WOUNDED DUE TO AFU SHELLING IN VLADIMIROVKA IN VOLNOVAKH DISTRICT - DPR TERO-DEFRONT HEADQUARTERS,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,2,"Two people died due to an explosion on a beach in Mariupol , the DPR reported;Andryushchenko: On the beach near the Mariupol port, two people were blown up by a mine, one of whom was an eight-year-old boy",UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Svyatohirsk Cave Monastery,Donetsk,49.028623,37.567760,4,Zelensky on the destruction of the temple of the Svyatogorsk Lavra by the invaders: Russia has no place in UNESCO,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Yarova village,Donetsk,49.062750,37.631310,1,Law enforcers opened 18 cases on the shelling of the Donetsk region in June,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Zavody village,Kharkiv,49.152715,37.069815,2,Ukraine claims to have destroyed nearly an entire Russian army in Izyum;An uncertain fate Was Russia’s entire 35th Army destroyed near Izyum? Meduza traces this story back to its dubious origins.,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Pokrovske village,Donetsk,48.628643,38.130724,1,Serdjuk Oleksandr Oleksandrovych,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Zaitseve village,Donetsk,48.525700,38.071450,2,Marynchuk Mykhajlo Volodymyrovych;Herasymenko Valerij Ivanovych,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut raion,Donetsk,48.268307,38.370347,1,Ljash Roman Vasyl'ovych,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,4,Yerokhin Oleksandr Valeriyovych	;Maksymchuk Mykola Mykolajovych;Kotsjuba Oleksij Andrijovych,UCDP GED v25.1
2022-06-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Svyatohirsk village,Donetsk,49.037516,37.568266,7,Bodies of seven people killed by Russians found in Svyatogorsk,UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,,Kharkiv oblast,Kharkiv,49.500000,36.500000,1,"Four more volunteers from the International Legion died in Ukraine;THREE MORE FOREIGN VOLUNTEERS DIED IN UKRAINE;Inside story of how a Tasmanian truckie died from a mortar blast in Ukraine after travelling across the world to take on Russians: 'Anyway, guys, war is lovely';War in Ukraine. The French volunteer killed on the front was from Calvados;Blerio Wilfrid Raymond Leon",UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Pokrovske village,Donetsk,48.628643,38.130724,1,Tyshchenko Ihor Volodymyrovych,UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bilohorivka village,Donetsk,48.735110,38.211820,1,Havula Oleksandr Mykhajlovych,UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Luhanske village,Donetsk,48.448502,38.265013,1,Omel'chenko Vasyl' Vasyl'ovych,UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka town,Donetsk,48.145278,37.745000,1,Law enforcers opened 18 cases on the shelling of the Donetsk region in June,UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Virnopillya village,Kharkiv,49.032840,37.122320,2,"Fighting is underway in the Slobozhansky direction, the enemy is evacuating up to 100 units of damaged equipment",UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,Luhansk oblast,Luhansk,48.920000,39.020000,3,Soldiers of the 24th Motorized Rifle Brigade seized a combat vehicle of Russian paratroopers,UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Zaporizhzhya oblast,Vasylivka raion,Stepnohirsk village,Zaporizhia,47.590150,35.363990,1,"The enemy is shelling a village near Zaporozhye, one civilian was killed",UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,4,Four servicemen of the DPR died in the past day in battles with the Armed Forces of Ukraine - Basurin,UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Chuhuiv raion,Chuhuiv town,Kharkiv,49.835380,36.686500,1,"In Kharkiv region, a man was killed , seven were wounded as a result of shelling in a day - OVA",UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,LPR controlled territory,Luhansk,48.210000,39.330000,2,"Losses of the Armed Forces of Ukraine in battles with the forces of the LPR per day amounted to 33 people, the republic reported",UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Svyatohirsk village,Donetsk,49.037516,37.568266,3,Four civilians were killed by enemy shelling in Donetsk region in a day,UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Kharkiv town,Kharkiv,49.980810,36.252720,1,"A school library caught fire in Kharkiv due to shelling, one person died;Ukraine: War’s Toll on Schools, Children’s Future Damage from Military Use of Schools, Bombing, Shelling, Looting",UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Izyum raion,Kharkiv,49.166670,37.416670,2,"In Kharkiv region, one person died from enemy shelling in a day , eight were injured - OVA",UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Kharkiv raion,Kharkiv,50.070000,36.280000,2,"In Kharkiv region, one person died from enemy shelling in a day , eight were injured - OVA",UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,1,In Mariupol region invaders shoot Ukrainian volunteers and officials - mayor,UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Lysychansk town,Luhansk,48.904210,38.440940,1,"Ukrainian military repelled five enemy attacks in the JFO zone;Russians shelled Nikolaev in the morning, active shelling of the Novovorontsovskaya TG in the Kherson region continues - CAA report",UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Severodonetsk town,Luhansk,48.933333,38.500000,2,"Russian offensive campaign assessment, June 2;Russian invaders suffered significant losses in the Popasnyansky direction;Ukrainians must use ""strategic stalemate"" at the front to their advantage - Polish expert (exclusive)",UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Lisivka village Novohrodivska urban hromada,Donetsk,48.097110,37.379860,1,Herasym Valerij,UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Volnovakha raion,Donetsk,47.702784,37.201793,2,Doskuch Roman Ihorovych;Romanets' Viktor Yevhenijovych,UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Pokrovske village,Donetsk,48.628643,38.130724,1,In memory of the serviceman Serhiy Frolov,UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Volodymyrivka village,Donetsk,48.663243,38.196713,2,“We kicked the shit out of them”,UCDP GED v25.1
2022-06-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,Luhansk oblast,Luhansk,48.920000,39.020000,1,Yurii Volodymyrovych Nazaruk,UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Vremivka village,Donetsk,47.835570,36.816710,2,Zahynajlo Oleksandr Mykolajovych;Kuzhydym Anatolij Viktorovych,UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka town,Donetsk,48.145278,37.745000,1,Bakhtinov Savelij Andrijovych,UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,1,Josypiv Ivan Romanovych,UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Severodonetsk town,Luhansk,48.933333,38.500000,3,Neil Hauer @NeilPHauer;Armed Forces of Ukraine during the battles for Severodonetsk suffer critical losses and retreat to Lisichansk - Russian Defense Ministry,UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Horlivka raion,Horlivka town,Donetsk,48.300000,38.050000,1,One civilian was killed and one was injured due to the shelling of Gorlovka of the Armed Forces of Ukraine - Headquarters of the DPR Territorial Defense;Four servicemen of the DPR died in the past day in battles with the Armed Forces of Ukraine - Basurin,UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Hirske village,Luhansk,48.731512,38.491446,3,"Three civilians, in particular, a child, died in Luhansk region due to enemy shelling",UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Severodonetsk town,Luhansk,48.933333,38.500000,2,"In the East, Russians form DRG from Ukrainian-speaking Donetsk and Lugansk residents - Motuzyanyk;Three civilians, in particular a child, died in Luhansk region due to enemy shelling in a day",UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Balakliya town,Kharkiv,49.463017,36.857435,1,"Russians shelled Nikolaev in the morning, active shelling of the Novovorontsovskaya TG in the Kherson region continues - CAA report",UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Skadovsk raion,Lazurny village,Kherson,46.077065,32.526947,3,"On one of the beaches of the Kherson region, three civilians were blown up by a Russian mine - UCP",UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Rubizhne town,Luhansk,49.010000,38.371400,1,"Two Reuters journalists wounded near Severodonetsk;""Reporters Without Borders"" condemned the shelling of journalists in the Donbass by the Armed Forces of Ukraine;Two Reuters journalists injured, driver killed in east Ukraine",UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,LPR controlled territory,Luhansk,48.210000,39.330000,2,"Ukrainian losses in battles with the forces of the LPR per day amounted to 27 people, reported in the republic",UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bilohorivka village,Donetsk,48.735110,38.211820,2,"In anticipation of the offensive of the Armed Forces of Ukraine, the enemy mined the bank of the Ingulets River;Russian troops with Iskanders are standing on the Belarusian border;Enemy resumes offensive in Svyatogorsk area in Limansky direction, suffers significant losses - General Staff",UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,3,Three servicemen of the DPR died in the past day in battles with the Armed Forces of Ukraine - Basurin,UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Svyatohirsk village,Donetsk,49.037516,37.568266,2,"Enemy resumes offensive in Svyatogorsk area in Limansky direction, suffers significant losses - General Staff",UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Popasna town,Luhansk,48.633333,38.380000,1,Russian Major General Kutuzov died in the battles near Popasna - rossmedia,UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Beryslav raion,Belaya Krinitsa village,Kherson,47.348098,33.195470,2,the invaders conducted assault operations in the area of ​​​​the village of Belaya Krinitsa in the Kherson region - Vilkul,UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Horlivka raion,Horlivka town,Donetsk,48.300000,38.050000,1,"One person died , three were injured during the shelling of Gorlovka by Kiev security forces - mayor;Armed forces of Ukraine shelled the territory of the DPR 51 times in a day, a civilian was killed , the republic reported",UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Luhanske village,Donetsk,48.448502,38.265013,1,Voronka Dmytro Oleksandrovych,UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,37,The overview of the current social and humanitarian situation in the territory of the Donetsk People`s Republic as a result of hostilities in the period 04 to 10 June 2022,UCDP GED v25.1
2022-06-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Zaporizhzhya oblast,Zaporizhzhia raion,Zaporizhzhia town,Zaporizhia,47.841260,35.121166,1,Two More Georgian Fighters Killed in Ukraine,UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Bohorodychne village,Donetsk,49.015428,37.506746,1,Awarding the title of Hero of Ukraine (posthumously) to Sizov Anatoly Fedorovych,UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut town,Donetsk,48.592436,37.999930,1,Dzjuba Ruslan Serhijovych,UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Zvanivka village,Donetsk,48.812800,38.078270,1,Bulka Serhij Viktorovych,UCDP GED v25.1
2022-06-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,4,Four servicemen of the DPR died in the past day in battles with the Armed Forces of Ukraine - Basurin,UCDP GED v25.1
